formula,Temperature,sigma (S/cm)
Na0.1Sr0.9F1.9,573.0,3.8e-07
Na0.1Sr0.9F1.9,345.0,1.6999999999999998e-13
SrO0.008F1.992,573.0,9.1e-09
SrO0.008F1.992,384.0,4.04e-13
SrO0.008F1.992,957.0,0.0001
K1.99944Ca0.00056[CO3] rt,1000.0,0.0014
K1.99944Ca0.00056[CO3] ht,500.0,2.5e-07
Cu4ZnxSnP10,293.0,1.75
Li0.99[NH4]0.99Ni0.01[SO4]0.99 rt,298.0,2.8e-16
Li0.99[NH4]0.99Mn0.01[SO4]0.99 rt,298.0,3.1e-16
ZnSbTex,10.0,2.15
ZnSbTex,10.0,0.0036
ZnSbTex,400.0,1.37
ZnSbTex,400.0,4.76
K0.23Na0.08Al1.81O2.88,423.0,0.0015
Sr0.55Y0.30F2,960.0,8.099999999999999e-05
Sr0.55Y0.30F2,691.0,1e-06
Sr0.55Y0.30F2,345.0,5.5000000000000005e-14
Ca0.85Y0.15F2,1126.0,0.0025
Ca0.85Y0.15F2,833.0,0.00012
Ca0.85Y0.15F2,555.0,3.1999999999999995e-08
In0.10Te0.02Se0.70,298.0,1.84e-08
Ba0.9Sr0.1Ti2Fe4O11,290.0,2.1e-05
ZnMnCoO4,293.0,2e-05
LiTl[SO4] rt,783.0,0.0001099999999999
V0.92Ni0.08Bi2O5.38,390.0,0.021
Li1.1Hf1.9Cr0.1[PO4]3,300.0,0.0003799999999999
Li1.7Hf1.3Cr0.7[PO4]3,300.0,9.5e-05
Li2.7Hf0.3Cr1.7[PO4]3,300.0,0.000528
Li2.3Hf0.7Fe1.3[PO4]3,300.0,0.000394
HK3[SO4]2 rt,380.0,1.1e-07
HK3[SO4]2 rt,380.0,2e-05
Ba0.3Sr2.7Fe2O7,300.0,0.00025
AlxPbS,298.0,4.46e-08
Ba3.99Gd3.01F17.01,683.0,2.5e-05
Ba0.05Gd0.95F2.95,683.0,0.0002
Zr0.60Ti0.35Mn0.05PbO3 rt,433.0,3.2e-09
Zr0.60Ti0.35Mn0.05PbO3 ht,633.0,2.3e-08
Ca0.1La0.9Co0.7Ni0.3O3,873.0,95.0
Zn0.92Nb1.44Sn0.06Bi1.5O6.89,298.0,8.3e-11
Ca0.85Cu3Gd0.1Ti4O12,300.0,0.0026
RbTa3O8 rhom,573.0,8e-05
CsTa3O8,573.0,7e-06
Ag3Ga5Te9,298.0,0.00043
Zr0.5Pb5Ge2.5O11,298.0,2.4e-11
Zr0.5Pb5Ge2.5O11,298.0,6200000000.0
Mg0.02Zn0.98[SO4][CSN2H4]3,320.0,7e-13
CaCu3Zr0.2Ti3.8O12,298.0,0.0001799999999999
CaCu3Zr0.2Ti3.8O12,500.0,0.0008
Mg0.125CuBi0.875SeO,300.0,32.0
Mg0.2Mn0.6Fe2Ni0.2O4,350.0,2.0000000000000002e-07
Sr0.1TiNbBi2.9O9,973.0,0.000676
Sr0.1TiNbBi2.9O9,673.0,5.08e-07
Sr0.1TiNbBi2.9O9,523.0,9.999999999999999e-10
Zn0.1La0.9CrO3,300.0,0.1669999999999999
V2Bi4O11 rt orth,797.0,0.0161
BaZn0.5Fe6Ni0.5O11,298.0,0.00091
BaZn0.5Fe6Ni0.5O11,298.0,0.011
BaZn0.5Fe6Ni0.5O11,298.0,0.13
BaFe16Co1.2Ni0.8O27,298.0,8e-06
Ba2Al0.1In1.9O5 ht,1123.0,0.032
Er0.08Zr0.588Ti0.392Pb0.92O3 ht,666.0,2.5e-05
Er0.08Zr0.588Ti0.392Pb0.92O3 rt,298.0,6.14e-08
Sm0.02Zr0.65Ti0.35Pb0.98O3 rt,675.0,8e-06
Sm0.02Zr0.65Ti0.35Pb0.98O3 rt,775.0,7.000000000000001e-05
Li4.3Si0.7B0.3O4,373.0,4.5e-06
Cu0.05V0.95Bi2O4.75,500.0,0.0001
Cu0.05V0.95Bi2O4.75,500.0,7.94e-06
Zn0.67Nb1.33Bi2O7 orth,298.0,10000000000000.0
KNb0.995Al0.005O3 rt,573.0,0.00012
KNb0.995Al0.005O3 rt,298.0,1e-10
Na2NbAlO5,573.0,5.8e-05
Pr0.4Er1.6Ti2O7,625.0,1.46e-08
Rb3Ti3V0.1[PO4]3[P2O7]O rt,455.0,1.75e-14
Ba2Cu2La2Nb0.15Sn1.85O11,923.0,2.23
Ba2Cu2La2Nb0.15Sn1.85O11,923.0,2.72
Li0.95Mg0.05Ti0.02Nb0.98O3 rt,298.0,4.55e-14
Li0.85Ca0.15Zr0.15Ta0.85O3 ht,633.0,3.27e-07
Li0.85Ca0.15Zr0.15Ta0.85O3 ht,713.0,2.31e-06
Li0.85Ca0.15Zr0.15Ta0.85O3 ht,533.0,9.2e-09
Li0.85Ca0.15Zr0.15Ta0.85O3 ht,613.0,1.73e-07
Pr0.2Hf0.8O2.9,1400.0,0.0003
Pr0.2Hf0.8O2.9,980.0,1e-05
Pr0.2Hf0.8O2.9,860.0,5e-06
Cu0.5La2Ni0.5O4 tet,1300.0,48.0
Cu0.5La2Ni0.5O4 tet,317.0,30.0
Cu0.5La2Ni0.5O4 tet,1023.0,46.8
Cu0.5La2Ni0.5O4 tet,1023.0,70.8
Cu0.5La2Ni0.5O4 tet,1223.0,21.0
Cu0.5La2Ni0.5O4 tet,1223.0,54.0
Ag1.8Pb0.2Te ht,800.0,9.0
Ag1.8Pb0.2Te ht,920.0,18.0
Mn2FeS4,298.0,0.013
Ca0.45Fe1.60Co2.40Sb12,300.0,810.0
Ca0.45Fe1.60Co2.40Sb12,800.0,770.0
Ba0.8La0.133Ti0.8Sn0.2O3,120.0,3.4e-05
Ce0.891Nd0.099Mo0.01O1.96,973.0,0.0289999999999999
Ce0.891Nd0.099W0.01O1.96,973.0,0.039
La5In0.25Si2.75O13.375,773.0,0.000892
La5In0.25Si2.75O13.375,1073.0,0.0175
La5Nb0.25Si2.75O13.625,773.0,0.000659
La5Nb0.25Si2.75O13.625,1073.0,0.0123
Mg0.06GdFe0.94O3,298.0,0.0001
Cu0.667Ga0.025Sn0.308Se,298.0,1010.0
Nb0.2W0.05Bi0.75O1.775 rt,1213.0,0.00646
Nb0.2W0.05Bi0.75O1.775 rt,1213.0,0.00794
Nb0.2W0.05Bi0.75O1.775 rt,973.0,0.0012
Nb0.2W0.05Bi0.75O1.775 rt,973.0,0.00151
Nb3Bi5O15 ht,1213.0,0.000178
Nb3Bi5O15 ht,1213.0,2.57e-05
Nb3Bi5O15 ht,973.0,6.3100000000000006e-06
Nb3Bi5O15 ht,973.0,2.400000000000001e-07
SrTiMoxNixAlxO3,457.0,5e-09
SrTiMoxNixAlxO3,570.0,4.0000000000000003e-07
SrTiMoxNixO3,471.0,2e-08
SrTiMoxNixO3,577.0,1e-06
CdCexGdxF2,85.0,0.013
CdCexGdxF2,130.0,0.35
CdCexGdxF2,350.0,7.2
BaFe11.5Al0.5O19,298.0,1e-10
BaFe11.5Al0.5O19,298.0,2e-11
In0.97Pb0.03Te,300.0,68.0
CuxZnSiP2,293.0,1.6e-09
CuxZnSiP2,530.0,1.7e-05
CuxZnSiP2,870.0,0.04
AuxZnGeP2,285.0,1.1e-07
AuxZnGeP2,405.0,2.7e-05
AuxZnGeP2,575.0,0.012
ZnGeP2Sex,287.0,1.5e-05
ZnGeP2Sex,373.0,0.0007599999999999
ZnGeP2Sex,670.0,0.18
ZnGaxGeP2,290.0,0.00095
ZnGaxGeP2,510.0,0.11
ZnGaxGeP2,810.0,0.32
Mo5.5Ir0.5SnS8,298.0,550.0
WMo5SnS8,298.0,1300.0
Mo5OsSnS8,298.0,1400.0
V0.2Mo5.8SnS8,298.0,4000.0
KMg0.005Nb0.995O3 rt,298.0,4.999999999999998e-10
KTi0.005Nb0.995O3 rt,298.0,2e-10
KLa0.005NbAl0.005O3 rt,298.0,5e-08
KLa0.005NbO3 rt,298.0,1e-06
KCe0.005NbO3 rt,298.0,1e-06
KSm0.0005NbO3 rt,298.0,20.0
KSm0.0005NbO3 rt,160.0,0.0002
KSm0.0005NbO3 ht1,640.0,0.05
AgI0.9Cl0.1 ht1,397.0,0.00098
AgI0.9Cl0.1 ht1,353.0,0.00026
AgI0.9Cl0.1 ht2,470.0,1.19
AgI0.9Cl0.1 ht2,430.0,1.0
Ag0.9Cd0.1I1.1 ht1,393.0,0.003
Ag0.9Cd0.1I1.1 ht1,403.0,0.005
Ag0.9Cd0.1I1.1 ht1,413.0,0.0069999999999999
Ag0.9Cd0.1I1.1 ht2,460.0,0.085
Ag0.9Cd0.1I1.1 ht2,440.0,0.063
Ag0.9Cd0.1I1.1 ht2,430.0,0.018
Ag0.925Cd0.075I1.075 ht,370.0,4.2e-05
Bi2Te2.938I0.041,450.0,343.0
Bi2Te2.938I0.041,250.0,128.0
Bi2Te2.938I0.041,450.0,343.0
Li[NH4]Znx[SO4] ht2,578.0,5.5e-08
Li[NH4]Znx[SO4] ht2,473.0,3e-11
Li[NH4]Znx[SO4] ht2,532.0,6.600000000000002e-08
Li[NH4]Znx[SO4] ht2,488.0,3.7e-10
Li[NH4]Znx[SO4] lt,442.0,1.3e-11
Li[NH4]Znx[SO4] lt,312.0,1.2e-14
Li[NH4]Znx[SO4] lt,442.0,2.1e-11
Li[NH4]Znx[SO4] lt,318.0,3e-14
Li[NH4]Znx[SO4] ht1,204.0,5.8e-15
Li[NH4]Znx[SO4] ht1,264.0,5.5e-15
Li[NH4]Znx[SO4] ht1,200.0,4.3e-15
Li[NH4]Znx[SO4] ht1,200.0,4.3e-15
Li[NH4]Cux[SO4] lt,204.0,8.1e-15
Li[NH4]Cux[SO4] lt,263.0,3.9e-15
Li[NH4]Cux[SO4] lt,200.0,2.9e-15
Li[NH4]Cux[SO4] lt,200.0,2.9e-15
Li[NH4]Fex[SO4] ht1,425.0,1.5e-11
Li[NH4]Fex[SO4] ht1,295.0,2e-14
Li[NH4]Fex[SO4] ht2,532.0,9.4e-08
Li[NH4]Fex[SO4] ht2,480.0,4.2e-10
Li[NH4]Fex[SO4] lt,200.0,7.3e-15
Li[NH4]Fex[SO4] lt,200.0,7.3e-15
H[NH4]3[SO4]2 ht,429.0,2.2e-07
H[NH4]3[SO4]2 ht,453.0,6.3e-07
H[NH4]3[SO4]2 rt,303.0,6.3e-10
H[NH4]3[SO4]2 rt,412.0,6e-07
RbKTi4O9,400.0,3.7e-09
RbKTi4O9,570.0,4e-06
RbKTi4O9,750.0,1.5e-05
Nb1.997Al0.003O5 ht,1273.0,15.0
Nb1.997Al0.003O5 ht,1323.0,30.0
Nb1.997Al0.003O5 ht,1273.0,0.06
Nb1.997Al0.003O5 ht,1273.0,0.003
Nb1.997Al0.003O5 ht,1323.0,0.11
Nb1.997Al0.003O5 ht,1323.0,0.0063
Nb1.997Al0.003O5 ht,1273.0,0.01
Nb1.997Al0.003O5 ht,1323.0,0.017
Nb1.997Cr0.003O5 ht,1273.0,11.5
Nb1.997Cr0.003O5 ht,1323.0,21.5
Nb1.997Cr0.003O5 ht,1273.0,0.07
Nb1.997Cr0.003O5 ht,1273.0,0.0033
Nb1.997Cr0.003O5 ht,1323.0,0.075
Nb1.997Cr0.003O5 ht,1323.0,0.0053
Nb1.997Cr0.003O5 ht,1273.0,0.01
Nb1.997Cr0.003O5 ht,1323.0,0.016
Ta1.992Cr0.008O5,1273.0,0.005
Ta1.992Cr0.008O5,1273.0,6e-05
Ta1.992Cr0.008O5,1323.0,0.005
Ta1.992Cr0.008O5,1323.0,0.00016
Ge9Bi2Te12,298.0,940.0
Ge8Bi2Te11,298.0,970.0
Ge7Bi2Te10,298.0,720.0
Ge6Bi2Te9,298.0,750.0
Sr2Cu[CO3]0.96O2.05,290.0,0.2
Pb2Bi2O7 rt,638.0,8500000.0
Y0.1In1.84Sn0.06O3,298.0,80.0
Sc0.4In1.52Sn0.08O3,5.0,2.7
Sc0.4In1.52Sn0.08O3,340.0,8.0
Pr0.105V0.045Bi0.85O1.545,473.0,1.58e-05
Pr0.105V0.045Bi0.85O1.545,1010.0,0.35
Zr0.2Co0.8B105,300.0,0.015
Zr0.2Co0.8B105,300.0,0.00026
La0.58Bi2O3.87,1066.0,0.15
La0.58Bi2O3.87,470.0,7.5e-05
Ba0.131La0.405Mo0.043Bi2O3.87,1066.0,0.17
Ba0.131La0.405Mo0.043Bi2O3.87,470.0,0.0001
Cr0.8Fe0.2B105,300.0,0.37
Cr0.2Fe0.8B105,300.0,0.01
Na0.2La0.8Mn0.8Co0.2O3 lt,200.0,0.4679999999999999
Na0.2La0.8Mn0.8Co0.2O3 lt,713.0,25.0
Na0.2La0.8Mn0.8Co0.2O3 lt,25.0,0.0776
Na0.2La0.8Mn0.8Co0.2O3 lt,90.0,0.12
Mg2LaTaO6,298.0,8.27e-08
La2Mo3O12,770.0,1.0000000000000001e-07
La2Mo3O12,930.0,7.2000000000000005e-06
BaTiV9O15.17 lt,50.0,0.0018599999999999
CuNi0.025Ga0.975O2,298.0,0.0065
AuxZnSe,295.0,0.0559999999999999
AuxZnSe,77.0,0.0215
AuxZnSe,300.0,0.055
AuxZnSe,298.0,0.021
Cu6PSe5I0.95Br0.05,288.0,0.0002029999999999
Cu6PSe5I0.95Br0.05,230.0,2.0900000000000003e-06
CuLaMnxSeO,500.0,24.0
CuLaMnxSeO,13.0,15.7
CuLaMnxSeO,500.0,0.39
CuLaMnxSeO,14.0,0.3
Li1.8Mg0.1Cu1.1O2.1,308.0,6.499999999999999e-07
AgxZnSe,300.0,0.25
AgxZnSe,298.0,0.11
FeAl0.06Si1.95,370.0,150.0
Cr1.0B105,300.0,220.0
Cr1.0B105,38.0,0.0011
Co1.0B105,300.0,0.033
V1.0B105,38.0,0.1
V1.0B105,300.0,1.7
Zr1.0B105,300.0,1.15e-05
Zr1.0B105,185.0,1.3e-08
TiCr0.1Se2,300.0,200.0
LiD,507.0,5.52e-09
Ca0.96V0.04Mn0.96Bi0.04O3,325.0,200.0
BaCuYFeO5.04,300.0,0.0024
BaCuYFeO5.04,1000.0,0.52
PbBi[VO4]0.94[MnO4]0.06O rt,573.0,3.88e-09
PbBi[VO4]0.85[PO4]0.15O rt,573.0,5.1200000000000005e-09
PbBi[VO4]0.94[CrO4]0.06O rt,573.0,3.11e-08
Cs1.6Pb2.3Bi7.3Se14,298.0,350.0
K0.35Pb1.4Bi5.55Se10,298.0,700.0
Cs1.1Sn1.9Bi7.9Se14,298.0,200.0
Rb0.5Pb1.75Bi5.7Se10,298.0,1060.0
Cs0.35Pb1.75Bi5.3Se10,298.0,690.0
K0.18Li0.82Bi3S5,298.0,7.1e-05
K0.32Na0.66Bi3S5,298.0,1.9e-05
[NH4]Bi3S5,298.0,2.1e-05
Rb2Cu3CeTe5,298.0,0.05
K2.5Ag4.5La2Te9,298.0,14.0
K2.5Ag4.5Ce2Te9,298.0,29.0
RbScNi[MoO4]3,573.0,4.2e-09
RbScNi[MoO4]3,873.0,0.00248
RbMgYb[MoO4]3,573.0,7.51e-08
RbMgYb[MoO4]3,873.0,0.00565
RbLuMn[MoO4]3,573.0,1.22e-07
RbLuMn[MoO4]3,873.0,0.0056399999999999
RbScCo[MoO4]3,573.0,7.55e-08
RbScCo[MoO4]3,873.0,0.00613
RbLuCo[MoO4]3,487.0,3.9999999999999994e-09
RbYbMn[MoO4]3,573.0,7.39e-08
RbYbMn[MoO4]3,873.0,0.00846
Ag0.25Cd0.5Ga0.05In0.2S,300.0,1.0
AgCd2GaTe0.12S3.88,300.0,0.02
Ag0.25Cd0.5Ga0.25Te0.9S0.1,300.0,0.001
Er4Pb[SiO4]3O,1173.0,1.62e-05
Nd4Pb[SiO4]3O,1173.0,3.48e-05
La4Pb[SiO4]3O,1173.0,4.09e-05
Ce0.05Zr0.60Ti0.35PbO3 rhom,305.0,1.9999999999999997e-09
Ce0.05Zr0.60Ti0.35PbO3 cub,773.0,1.1e-06
KxZn[SO4][CSN2H4]3,313.0,6.85e-14
KxZn[SO4][CSN2H4]3,313.0,1.708e-11
KxZn[SO4][CSN2H4]3,313.0,1.5030000000000002e-11
CsSnxBi4Te6,298.0,1655.0
CsInxBi4Te6,300.0,400.0
CsMgxBi4Te6,107.0,2348.0
CsZnxBi4Te6,266.0,978.0
CsCuxBi4Te6,181.0,1579.0
SrY0.15Zr0.85O2.925,547.0,6.5e-05
SrY0.15Zr0.85O2.925,375.0,1.8e-07
Gd0.25Yb0.25Zr0.5O1.75,1173.0,0.0028199999999999
Gd0.25Yb0.25Zr0.5O1.75,673.0,1.07e-07
K2Cu0.1Ti5.9O13 rt,298.0,1.9400000000000002e-07
K2Cu0.1Ti5.9O13 rt,298.0,6.25e-07
NaSrCr0.94O3,1123.0,18.8
Sr0.3La0.7Mn0.85Fe0.05Co0.05Ni0.05O3,305.0,5.08
Sr0.3La0.7Mn0.85Fe0.05Co0.05Ni0.05O3,923.0,76.0
LaMn0.85Fe0.05Co0.05Ni0.05O3,305.0,1.16
BaLa0.5Ti4Bi3.5O15 ht,298.0,6.48e-07
BaLa0.5Ti4Bi3.5O15 ht,298.0,6.07e-07
Ce0.1Zr0.55Ti0.35PbO3,298.0,1.8e-08
Ce0.1Zr0.55Ti0.35PbO3,298.0,3.3e-07
Cu0.5Dy0.33Ta2O6,300.0,1.86e-10
V1.95Cr0.05Bi4O10.8,573.0,5.01e-06
V0.975Cr0.025Bi2O5.4 tet,873.0,0.0101
Ba0.68Fe6CoPb0.32O11,300.0,1.8e-10
Ba0.68Fe6CoPb0.32O11,300.0,1.9e-06
Mo3Co0.05Sb5.4Te1.6,320.0,1500.0
Mo3Ni0.05Sb5.4Te1.6,320.0,1800.0
Mo3Mn0.05Sb5.4Te1.6,320.0,1650.0
Mo3Fe0.05Sb5.4Te1.6,322.0,1660.0
NdTi0.8TaSn0.2O6,298.0,0.9
SmTi0.8TaSn0.2O6,298.0,0.7
SmTi0.8TaSn0.2O6,298.0,2.4e-06
SrCa0.04Y1.96O4,1090.0,0.000112
SrCa0.04Y1.96O4,1090.0,6.76e-05
SrCa0.04Ho1.96O4,1090.0,0.0002819999999999
SrCa0.04Ho1.96O4,1090.0,0.000112
SrCa0.04Lu1.96O4,1090.0,0.000234
SrCa0.04Er1.96O4,1090.0,0.000316
SrCa0.04Er1.96O4,1090.0,3.47e-05
SrCa0.04Tm1.96O4,1090.0,0.0002
SrCa0.04Tm1.96O4,1090.0,4.79e-05
SrCa0.04Yb1.96O4,1090.0,0.000158
SrCa0.04Yb1.96O4,1090.0,4.07e-05
TlGd0.1In0.9Te2,311.0,7.08
Sm0.02Sb1.96Se2.96,298.0,1.84e-06
Mg0.05Y0.1Ce0.85O1.9,1073.0,0.0108
Mg0.05Y0.1Ce0.85O1.9,1073.0,0.0249
Mg0.05Y0.1Ce0.85O1.9,1073.0,0.0192
Zn0.3La0.7FeO3,300.0,0.003
Zn0.3La0.7FeO3,300.0,0.17
SmGa2S4,385.0,1e-11
SmGa2S4,385.0,1e-10
Ca3Cu0.2Co3.8O9,378.0,120.0
CaTiO3 lt,500.0,8.34e-10
Na2[SO4] VI,491.0,1.7e-06
Na2[SO4] VI,511.0,1.8e-06
Na2[SO4] VIII,914.0,0.0003
Na2[SO4] VII,600.0,5e-06
Na2[SO4] VII,605.0,5.999999999999999e-06
Ca3Co3.93O9.07 ht,380.0,9.65e-07
V3Bi17O33 ht,773.0,0.0010299999999999
Ni4S3 ht,843.0,5900.0
Fe4In2Te11 rt,298.0,1.2e-08
Fe4In2Te11 rt,1000.0,0.004
Ag2CdI4 ht,400.0,0.0003799999999999
Ag2CdI4 ht,400.0,1.6e-05
Ag2CdI4 ht,420.0,1.6e-05
Ag2CdI4 ht,420.0,0.00054
Ag3InCl6 rt,298.0,5e-06
Ba0.57Gd0.43F2.43 ht,683.0,3.5000000000000004e-05
NbTe2 ht1,298.0,0.2
NbTe2 ht1,77.0,0.06
KC24 rt hex,300.0,170000.0
KC24 lt2 sta2,4.2,4000000.0
KC24 lt2 sta2,77.0,1100000.0
KC36 rt sta3,300.0,210000.0
KC36 lt2 sta3,77.0,1150000.0
KC36 lt2 sta3,4.2,4200000.0
KC48 rt sta4,300.0,220000.0
KC48 rt sta4,77.0,87000.0
KC48 rt sta4,4.2,2600000.0
Mg0.5Ti0.5InO3,303.0,9.1e-06
Mg0.5Ti0.5InO3,303.0,1.9e-06
Mg0.5Ti0.5InO3,143.0,4.2e-06
Mg0.5Ti0.5InO3,298.0,2.1e-06
Mg0.5Ti0.5InO3,233.0,8.4e-07
RbCu4I1.96Cl3.04 lt,210.0,0.048
RbCu4I1.96Cl3.04 lt,178.0,0.0067
RbCu4I1.96Cl3.04 lt,134.0,2.2000000000000003e-05
RbCu4I1.96Cl3.04 lt,161.0,0.0019
Cu4Mn2S4,60.0,0.124
Mo2S3 lt1,160.0,6700.0
CuIn3S5,330.0,380.0
CuIn3S5,120.0,39.0
CuIn3S5,330.0,6.0
CuIn3S5,130.0,1.1
PbBiSe2,298.0,476.0
Zr0.13V0.87Bi2O5.435,623.0,0.000135
Zr0.1V0.9Bi2O5.45,973.0,0.0197999999999999
Sr5LaTi3Nb7O30,773.0,2e-05
Sr5LaTi3Nb7O30,773.0,4.6e-07
Sr5NdTi3Nb7O30 orth,773.0,1.8e-05
Sr5NdTi3Nb7O30 orth,773.0,5e-07
Sr5SmTi3Nb7O30 orth,773.0,2.1e-05
Sr5SmTi3Nb7O30 orth,773.0,9.000000000000001e-07
Te hp2,298.0,2000.0
Te hp2,298.0,2500.0
La0.10Sc0.5Fe0.5Bi0.90O3,100.0,4e-06
La0.10Sc0.5Fe0.5Bi0.90O3,100.0,1e-08
LiCrTeO4 rt,293.0,1.7e-10
LiCrTeO4 rt,773.0,0.00136
Nb[PO4][OH]2[H2O]2,293.0,3e-07
Nb[PO4][OH]2[H2O]2,293.0,2.8e-06
Nb[PO4][OH]2[H2O]2,293.0,3e-06
Nb[PO4][OH]2[H2O]2,293.0,1.7e-05
Ca2.01Co2Bi1.74O7.38,870.0,53.0
Ca2.01Co2Bi1.74O7.38,320.0,62.0
SrTi7Bi8O27 rt,714.0,1.68e-06
SrNd0.5Ti7Bi7.5O27 rt rt,769.0,3.7e-06
Cu0.2V1.8Bi4O10.7,573.0,0.004
Cu0.15Nb0.05V1.8Bi4O10.775 ht,873.0,0.1
Cu0.15Nb0.05V1.8Bi4O10.775 ht,909.0,0.123
Cu0.1Nb0.1V1.8Bi4O10.85 rt,588.0,0.0079
H3Nb[PO4]2O[H2O]3,293.0,4e-05
H3Nb[PO4]2O[H2O]3,293.0,0.0045
La1.7Nd0.3Mo2O9,638.0,2.1e-06
La1.7Nd0.3Mo2O9,796.0,0.00079
Fe1.67[CN]4[H2O]4.67,298.0,5.5700000000000005e-05
Dy2Ta1.25MnO7.675,750.0,0.00073
Dy2Ta1.25MnO7.675,1300.0,0.037
LaTi3Nb7Pb5O30,309.0,2.07e-14
LaTi3Nb7Pb5O30,416.0,3e-14
LaTi3Nb7Pb5O30,555.0,3.55e-09
LaZr3Nb7Pb5O30,310.0,3.96e-14
LaZr3Nb7Pb5O30,437.0,5.6e-14
LaZr3Nb7Pb5O30,571.0,1.87e-09
LaZrTi2Nb7Pb5O30,310.0,1.17e-11
LaZrTi2Nb7Pb5O30,447.0,1.7e-11
ZrNiIn2O6,333.0,1.02e-06
ZrNiIn2O6,453.0,4.7e-05
La0.056Zr0.588Ti0.392Pb0.92Sb0.024O3,300.0,1.01e-05
La0.056Zr0.588Ti0.392Pb0.92Sb0.024O3,500.0,1.1599999999999999e-14
La0.056Zr0.588Ti0.392Pb0.92Sb0.024O3,673.0,0.003
La0.056Zr0.588Ti0.392Pb0.92Sb0.024O3,673.0,1.4e-05
La0.056Zr0.588Ti0.392Pb0.92Sb0.024O3,773.0,5e-05
La0.056Zr0.588Ti0.392Pb0.92Sb0.024O3,773.0,0.00033
Ba0.92Cu0.06La0.08Ti0.94O3 tet,390.0,1.3e-07
Ba0.92Cu0.06La0.08Ti0.94O3 tet,308.0,7.999999999999999e-09
Bi[OH]3,298.0,4.949999999999999e-07
DyBi[OH]6,298.0,7.590000000000001e-07
Ba0.92Cu0.02La0.08Ti0.98O3 orth,384.0,1.2000000000000004e-07
Ba0.92Cu0.02La0.08Ti0.98O3 orth,308.0,6.6e-07
BaMg0.33Nb0.67O3 mon,298.0,9e-10
BaMg0.33Nb0.67O3 mon,298.0,4.5000000000000003e-07
BaMg0.33Nb0.67O3 mon,503.0,6.7e-09
BaMg0.33Nb0.67O3 mon,503.0,2.2000000000000003e-05
SmZr0.5Ni0.5O3,633.0,2.7e-06
SmZr0.5Ni0.5O3,473.0,5900.0
SmZr0.5Ni0.5O3,633.0,35.0
SmZr0.5Ni0.5O3,373.0,1.1e-10
SmZr0.5Ni0.5O3,373.0,1.6000000000000002e-10
Ba0.17V1.83Bi4O10.7,653.0,0.0013
Ba0.17V1.83Bi4O10.7,474.0,5.199999999999999e-06
Ba0.17V1.83Bi4O10.7,573.0,4.456e-05
Ba0.17V1.83Bi4O10.745,671.0,0.00057
Ba0.17V1.83Bi4O10.745,474.0,1.8e-06
Ba0.17V1.83Bi4O10.745,573.0,3.19e-05
BeAs2 rt,298.0,0.0015
MnO2 hp2,323.0,2.5e-05
TaS2 lt rhom,298.0,2600.0
TaS2 lt rhom,108.0,10.0
TaS2 lt rhom,158.0,100.0
TaS2 lt rhom,100.0,14.7
TaS2 lt rhom,100.0,6.4
Cu2MnTe2 rt,200.0,1150.0
K0.5MnO2 mon,298.0,10.0
AgCuHgI4 ht,303.0,1.47e-05
AgCuHgI4 ht,333.0,0.00135
AgCuHgI4 ht,350.0,0.0139999999999999
AgCuHgI4 ht,333.0,0.00135
AgCuHgI4 ht,333.0,0.00138
Pr0.075V0.075Bi0.85O1.575 ht,1050.0,0.05
Pr0.075V0.075Bi0.85O1.575 ht,890.0,0.036
Pr0.075V0.075Bi0.85O1.575 ht,890.0,0.012
Pr0.075V0.075Bi0.85O1.575 ht,1050.0,0.0579999999999999
Li7Ti5O12,298.0,1.5999999999999998e-08
Li7Ti5O12,298.0,5.8e-08
K3NdSi8O19,873.0,640000.0
K3NdSi8O19,298.0,610000.0
K12Nd2Si18O45,873.0,12000.0
K12Nd2Si18O45,873.0,6300.0
V1.75Cr0.25Bi4O10.75,695.0,4.15e-05
BaNb0.5Bi0.5O3 rt,573.0,1.8e-06
BaNb0.5Bi0.5O3 rt,573.0,9e-06
BaNb0.5Bi0.5O3 rt,298.0,5e-08
BaNb0.5Bi0.5O3 rt,298.0,1.1e-05
Ba4CaSmTi3Nb7O30 rt,313.0,1.58e-09
Ba4CaSmTi3Nb7O30 rt,303.0,1.95e-07
Sr0.2La0.8Co0.2Ga0.8O3,770.0,0.63
CeFe2.4Ru1.2Sb12,298.0,2140.0
CsBiS2 rhom,300.0,0.0056
H4Cs3[PO4][SO4]2 ht,357.0,0.00077
Fe1.04Pb0.64Bi0.32O2.675,298.0,1e-11
Fe1.04Pb0.64Bi0.32O2.675,298.0,3.9999999999999994e-09
Ca0.75Ho0.25CoO2.65,300.0,0.0708
Ba0.52Mg0.78Nd0.70FeO3.97,300.0,0.002
Ba0.52Mg0.78Nd0.70FeO3.97,300.0,0.000126
CuHo2ZrO6,313.0,1.3e-05
CuHo2ZrO6,313.0,1.7e-06
CuHo2ZrO6,593.0,5e-05
CuHo2ZrO6,590.0,2e-05
CuHo2ZrO6,350.0,2.9e-06
RbC24 GIC-2,300.0,150000.0
RbC24 sta2 lt,77.0,580000.0
Na3InCl6 orth,673.0,0.011
Cd3SbO5,298.0,1.9
Cd3SbO5,500.0,10.2
K1.6Pt[C2O4]2[H2O]1.2 tricl1,298.0,100.0
Cu2PbBr4,455.0,5e-07
Cu2PbBr4,315.0,8e-10
V3Bi17O33 rt,773.0,0.00214
Ag3In5Se9,298.0,7.2e-05
